Institute,Branch,Duration (Years),Degree Title,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT Kanpur,Statistics and Data Science,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),1938,3674
IIT Madras,Aerospace Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1469,2815
IIT Madras,Aerospace Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5475,6845
IIT Madras,Aerospace Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,2199,2984
IIT Madras,Aerospace Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),2184,2184
IIT Madras,Artificial Intelligence and Data Analytics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,132,419
IIT Madras,Artificial Intelligence and Data Analytics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1079,1379
IIT Madras,Biological Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3135,5755
IIT Madras,Biological Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5326,9871
IIT Madras,Biological Science,4,Bachelor of Science,AI,OPEN,Gender-Neutral,8849,10682
IIT Madras,Biological Science,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),12473,14739
IIT Madras,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2024,3972
IIT Madras,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6727,9068
IIT Madras,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3305,5688
IIT Madras,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7794,12586
IIT Madras,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,76,159
IIT Madras,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),558,757
IIT Madras,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,299,838
IIT Madras,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1304,2677
IIT Madras,Engineering Design,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,1828,3656
IIT Madras,Engineering Design,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),6825,8939
IIT Madras,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,931,1858
IIT Madras,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3376,4636
IIT Madras,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,458,2310
IIT Madras,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2868,6678
IIT Madras,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3770,4748
IIT Madras,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9735,10699
IIT Madras,Naval Architecture and Ocean Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4274,7404
IIT Madras,Naval Architecture and Ocean Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12471,13618
IIT Madras,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,1292,2742
IIT Madras,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),7069,7069
IIT Gandhinagar,Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1804,2309
IIT Gandhinagar,Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4703,4824
IIT Gandhinagar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6353,8269
IIT Gandhinagar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14225,15791
IIT Gandhinagar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8338,10234
IIT Gandhinagar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16078,17839
IIT Gandhinagar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,811,1708
IIT Gandhinagar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2427,4592
IIT Gandhinagar,Computer Science and Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,1836,2234
IIT Gandhinagar,Computer Science and Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),5172,5172
IIT Gandhinagar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2835,4055
IIT Gandhinagar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6395,8494
IIT Gandhinagar,Electrical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,3932,4588
IIT Gandhinagar,Electrical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),8611,8611
IIT Gandhinagar,Integrated Circuit Design & Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2458,4349
IIT Gandhinagar,Integrated Circuit Design & Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7247,7281
IIT Gandhinagar,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8632,11298
IIT Gandhinagar,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16409,17233
IIT Gandhinagar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4859,6344
IIT Gandhinagar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10210,13488
IIT Gandhinagar,Mechanical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,6581,7422
IIT Gandhinagar,Mechanical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),13636,14114
IIT Patna,Artificial Intelligence and Data Science,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3557,4346
IIT Patna,Artificial Intelligence and Data Science,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6711,9272
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,14906,15274
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),24612,24612
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,13323,14055
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),18498,18498
IIT Patna,B. Tech. (CSE) and M.Tech in CSE,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,3466,4429
IIT Patna,B. Tech. (CSE) and M.Tech in CSE,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),9776,9776
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,6068,6253
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),14138,14138
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,7254,7605
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16498,16498
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,5147,5683
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),11004,11004
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,8327,9835
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),18529,18529
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,4371,4864
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,12577,13111
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,12162,14176
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),20511,20511
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,14220,15129
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,3427,3427
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),11166,11166
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,5875,7575
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16808,16808
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,6895,7070
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),18135,18135
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,10491,12375
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,4990,5445
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,7840,9445
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),14756,19507
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,15433,15438
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),22211,22211
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,6287,6660
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),12637,12637
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya),5,Bachelor of Science and MBA (Dual Degree),AI,OPEN,Gender-Neutral,6885,9961
IIT Patna,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10776,12519
IIT Patna,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20166,21996
IIT Patna,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11793,14062
IIT Patna,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),22292,22410
IIT Patna,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12287,14579
IIT Patna,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),22663,23883
IIT Patna,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1760,3144
IIT Patna,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4695,7192
IIT Patna,Economics,4,Bachelor of Science,AI,OPEN,Gender-Neutral,8762,11437
IIT Patna,Economics,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),18633,21392
IIT Patna,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5868,6873
IIT Patna,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12395,14153
IIT Patna,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4119,5732
IIT Patna,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11192,12036
IIT Patna,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10781,12031
IIT Patna,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19654,21964
IIT Patna,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3252,4952
IIT Patna,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9830,10651
IIT Patna,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7745,10647
IIT Patna,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15112,21121
IIT Patna,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11553,15323
IIT Patna,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),23452,24442
IIT Roorkee,Architecture,5,Bachelor of Architecture,AI,OPEN,Gender-Neutral,3105,19885
IIT Roorkee,Architecture,5,Bachelor of Architecture,AI,OPEN,Female-only (including Supernumerary),17302,19354
IIT Roorkee,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5871,7286
IIT Roorkee,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13107,14009
IIT Roorkee,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3531,4689
IIT Roorkee,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6799,10941
IIT Roorkee,Chemical Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,8062,11647
IIT Roorkee,Chemical Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),11950,18537
IIT Roorkee,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4202,6293
IIT Roorkee,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10785,14749
IIT Roorkee,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,277,481
IIT Roorkee,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1270,1870
IIT Roorkee,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,503,680
IIT Roorkee,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2000,2114
IIT Roorkee,Economics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,3233,5312
IIT Roorkee,Economics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),10154,10847
IIT Roorkee,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1495,2033
IIT Roorkee,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3631,6111
IIT Roorkee,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,987,1424
IIT Roorkee,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2653,3590
IIT Roorkee,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3834,4818
IIT Roorkee,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11253,11253
IIT Roorkee,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2456,3951
IIT Roorkee,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6739,10019
IIT Roorkee,Geological Technology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,7985,9977
IIT Roorkee,Geological Technology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),15494,17322
IIT Roorkee,Geophysical Technology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,6436,9210
IIT Roorkee,Geophysical Technology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),16073,18299
IIT Roorkee,Mathematics & Computing,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,1089,1512
IIT Roorkee,Mathematics & Computing,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),4010,4814
IIT Roorkee,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2526,3672
IIT Roorkee,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7668,10517
IIT Roorkee,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6173,7051
IIT Roorkee,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13244,15488
IIT Roorkee,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,6021,9079
IIT Roorkee,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),12854,15922
IIT Roorkee,Production and Industrial Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4457,5365
IIT Roorkee,Production and Industrial Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11018,11912
IIT (ISM) Dhanbad,Applied Geology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,13369,16011
IIT (ISM) Dhanbad,Applied Geology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),24275,24275
IIT (ISM) Dhanbad,Applied Geophysics,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,15220,15591
IIT (ISM) Dhanbad,Applied Geophysics,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),25416,25416
IIT (ISM) Dhanbad,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7882,11398
IIT (ISM) Dhanbad,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16313,19432
IIT (ISM) Dhanbad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9898,12996
IIT (ISM) Dhanbad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20786,23485
IIT (ISM) Dhanbad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2167,3846
IIT (ISM) Dhanbad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5560,8682
IIT (ISM) Dhanbad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4868,7567
IIT (ISM) Dhanbad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13093,14711
IIT (ISM) Dhanbad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4743,5982
IIT (ISM) Dhanbad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9327,12788
IIT (ISM) Dhanbad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8392,10778
IIT (ISM) Dhanbad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16923,17730
IIT (ISM) Dhanbad,Environmental Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9606,15291
IIT (ISM) Dhanbad,Environmental Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21683,23835
IIT (ISM) Dhanbad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4100,4956
IIT (ISM) Dhanbad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9026,10248
IIT (ISM) Dhanbad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7675,9875
IIT (ISM) Dhanbad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16262,19099
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12446,13599
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21216,23512
IIT (ISM) Dhanbad,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8439,14762
IIT (ISM) Dhanbad,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19181,25824
IIT (ISM) Dhanbad,Mining Machinery Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13690,15321
IIT (ISM) Dhanbad,Mining Machinery Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21592,21592
IIT (ISM) Dhanbad,Petroleum Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7795,12310
IIT (ISM) Dhanbad,Petroleum Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16543,20817
IIT Ropar,Artificial Intelligence and Data Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2254,2656
IIT Ropar,Artificial Intelligence and Data Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7074,8412
IIT Ropar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8597,10097
IIT Ropar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14701,15740
IIT Ropar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10126,11365
IIT Ropar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17886,18966
IIT Ropar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1158,2379
IIT Ropar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3461,6044
IIT Ropar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3406,5528
IIT Ropar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6205,12038
IIT Ropar,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8158,9142
IIT Ropar,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16348,18747
IIT Ropar,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1755,3518
IIT Ropar,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8734,9494
IIT Ropar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6919,8636
IIT Ropar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15057,17603
IIT Ropar,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11211,13009
IIT Ropar,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20595,21582
IIT (BHU) Varanasi,Architecture,5,Bachelor of Architecture,AI,OPEN,Gender-Neutral,20507,22390
IIT (BHU) Varanasi,Architecture,5,Bachelor of Architecture,AI,OPEN,Female-only (including Supernumerary),25278,25278
IIT (BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,10717,12761
IIT (BHU) Varanasi,Biochemical Engineering with M.Tech. in Biochemical Engineering and Biotechnology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),20653,20966
IIT (BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,11279,14001
IIT (BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),17189,18700
IIT (BHU) Varanasi,Ceramic Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10504,12154
IIT (BHU) Varanasi,Ceramic Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),18654,22716
IIT (BHU) Varanasi,Ceramic Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,12260,13931
IIT (BHU) Varanasi,Ceramic Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),24628,24753
IIT (BHU) Varanasi,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5715,7757
IIT (BHU) Varanasi,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12307,16188
IIT (BHU) Varanasi,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7809,9339
IIT (BHU) Varanasi,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15552,18970
IIT (BHU) Varanasi,Civil Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,8533,10583
IIT (BHU) Varanasi,Civil Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),18871,19360
IIT (BHU) Varanasi,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,667,1071
IIT (BHU) Varanasi,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2562,4130
IIT (BHU) Varanasi,Computer Science and Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,1120,1510
IIT (BHU) Varanasi,Computer Science and Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),4165,4593
IIT (BHU) Varanasi,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2852,3608
