Institute,Branch,Duration (Years),Degree Title,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT (BHU) Varanasi,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6391,10177
IIT (BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,3826,4619
IIT (BHU) Varanasi,Electrical Engineering with M.Tech. in Power Electronics,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),10337,10830
IIT (BHU) Varanasi,Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2110,2826
IIT (BHU) Varanasi,Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5767,6986
IIT (BHU) Varanasi,Engineering Physics,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,6196,7764
IIT (BHU) Varanasi,Engineering Physics,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16241,16996
IIT (BHU) Varanasi,Industrial Chemistry,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,10813,12317
IIT (BHU) Varanasi,Industrial Chemistry,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),21633,23182
IIT (BHU) Varanasi,Materials Science and Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,8540,12524
IIT (BHU) Varanasi,Materials Science and Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),19448,19700
IIT (BHU) Varanasi,Mathematics and Computing,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,1538,2154
IIT (BHU) Varanasi,Mathematics and Computing,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),4954,6186
IIT (BHU) Varanasi,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4029,6596
IIT (BHU) Varanasi,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11998,15157
IIT (BHU) Varanasi,Mechanical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,6689,7497
IIT (BHU) Varanasi,Mechanical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),14319,16564
IIT (BHU) Varanasi,Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7717,10740
IIT (BHU) Varanasi,Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16644,19931
IIT (BHU) Varanasi,Metallurgical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,10791,11530
IIT (BHU) Varanasi,Metallurgical Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16837,22750
IIT (BHU) Varanasi,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10803,12876
IIT (BHU) Varanasi,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20895,24616
IIT (BHU) Varanasi,Mining Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,12958,14557
IIT (BHU) Varanasi,Mining Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),24523,25614
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11311,13562
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20701,22879
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,13669,14463
IIT (BHU) Varanasi,Pharmaceutical Engineering & Technology,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),21830,24870
IIT Guwahati,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7410,9178
IIT Guwahati,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15505,17156
IIT Guwahati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4618,5363
IIT Guwahati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11635,12557
IIT Guwahati,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5443,6834
IIT Guwahati,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11731,14720
IIT Guwahati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5869,7670
IIT Guwahati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15033,16581
IIT Guwahati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,466,623
IIT Guwahati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1788,2332
IIT Guwahati,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,829,995
IIT Guwahati,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2228,2748
IIT Guwahati,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1462,1658
IIT Guwahati,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3688,4679
IIT Guwahati,Electronics and Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1686,2217
IIT Guwahati,Electronics and Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5193,6141
IIT Guwahati,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4960,5920
IIT Guwahati,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9754,11615
IIT Guwahati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4302,5686
IIT Guwahati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10217,14111
IIT Guwahati,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,722,1021
IIT Guwahati,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2578,3350
IIT Guwahati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3130,4523
IIT Guwahati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7018,12046
IIT Bhilai,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3471,6516
IIT Bhilai,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10240,11544
IIT Bhilai,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6043,7570
IIT Bhilai,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12695,14348
IIT Bhilai,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7987,10709
IIT Bhilai,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16917,17772
IIT Bhilai,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8375,9472
IIT Bhilai,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15017,15657
IIT Bhilai,Materials Science and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,15066,15871
IIT Bhilai,Materials Science and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),25106,25107
IIT Bhilai,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11065,13137
IIT Bhilai,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21738,23440
IIT Bhilai,Mechatronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8535,10843
IIT Bhilai,Mechatronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15399,15399
IIT Goa,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4070,5371
IIT Goa,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10256,11151
IIT Goa,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7765,9603
IIT Goa,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15164,16560
IIT Goa,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4928,6685
IIT Goa,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12515,13381
IIT Goa,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10277,12066
IIT Goa,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19611,20054
IIT Palakkad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12874,15812
IIT Palakkad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19444,23384
IIT Palakkad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4837,6199
IIT Palakkad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8303,9127
IIT Palakkad,Data Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6267,8084
IIT Palakkad,Data Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12138,13283
IIT Palakkad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8381,9625
IIT Palakkad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12222,15014
IIT Palakkad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10901,12540
IIT Palakkad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15990,21578
IIT Tirupati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12624,14341
IIT Tirupati,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16379,21110
IIT Tirupati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11383,15429
IIT Tirupati,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21139,23179
IIT Tirupati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1915,5024
IIT Tirupati,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5737,6324
IIT Tirupati,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6236,8816
IIT Tirupati,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7711,12402
IIT Tirupati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9589,12605
IIT Tirupati,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17187,17187
IIT Tirupati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9340,11509
IIT Tirupati,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14969,20361
IIT Jammu,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12943,15048
IIT Jammu,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),18930,21759
IIT Jammu,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11454,15583
IIT Jammu,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),23902,25172
IIT Jammu,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3412,6310
IIT Jammu,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8353,12108
IIT Jammu,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7727,10005
IIT Jammu,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15039,18177
IIT Jammu,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14903,16439
IIT Jammu,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24005,25778
IIT Jammu,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6555,7956
IIT Jammu,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12130,14105
IIT Jammu,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10912,12483
IIT Jammu,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21564,23887
IIT Dharwad,Chemical and Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14948,15739
IIT Dharwad,Chemical and Biochemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24344,24506
IIT Dharwad,Civil and Infrastructure Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14375,15945
IIT Dharwad,Civil and Infrastructure Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24560,25079
IIT Dharwad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3482,6375
IIT Dharwad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4989,11138
IIT Dharwad,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7796,9778
IIT Dharwad,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15007,15299
IIT Dharwad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4752,8772
IIT Dharwad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10983,14717
IIT Dharwad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10655,12851
IIT Dharwad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20242,20440
IIT Dharwad,Interdisciplinary Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,9258,16968
IIT Dharwad,Interdisciplinary Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),23467,25762
IIT Dharwad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4677,7381
IIT Dharwad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11879,12205
IIT Dharwad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10317,13435
IIT Dharwad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19074,21591
