Institute,Branch,Duration (Years),Degree Title,Quota,Seat Type,Gender,Opening Rank,Closing Rank
IIT Kanpur,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4361,6161
IIT Kanpur,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9442,13558
IIT Kanpur,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,147,271
IIT Kanpur,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),507,1109
IIT Kanpur,Earth Sciences,4,Bachelor of Science,AI,OPEN,Gender-Neutral,8158,10108
IIT Kanpur,Earth Sciences,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),17777,20264
IIT Kanpur,Economics,4,Bachelor of Science,AI,OPEN,Gender-Neutral,2625,3310
IIT Kanpur,Economics,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),3719,5472
IIT Kanpur,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,798,1146
IIT Kanpur,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2222,4142
IIT Kanpur,Materials Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4862,6337
IIT Kanpur,Materials Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9394,13556
IIT Kanpur,Mathematics and Scientific Computing,4,Bachelor of Science,AI,OPEN,Gender-Neutral,593,1179
IIT Kanpur,Mathematics and Scientific Computing,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),3219,4094
IIT Kanpur,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1589,2771
IIT Kanpur,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5199,7379
IIT Kanpur,Physics,4,Bachelor of Science,AI,OPEN,Gender-Neutral,3255,5691
IIT Kanpur,Physics,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),15543,17413
IIT Kanpur,Statistics and Data Science,4,Bachelor of Science,AI,OPEN,Gender-Neutral,878,1270
IIT Kanpur,Statistics and Data Science,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),2677,3966
IIT Kanpur,Intelligent Systems,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1,1000
IIT Kanpur,Intelligent Systems,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1,1000
IIT Madras,Aerospace Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,662,3211
IIT Madras,Aerospace Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4535,5512
IIT Madras,Aerospace Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,2304,2808
IIT Madras,Aerospace Engineering,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16,16
IIT Madras,Artificial Intelligence and Data Analytics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,102,306
IIT Madras,Artificial Intelligence and Data Analytics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),778,1140
IIT Madras,Biological Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4097,5261
IIT Madras,Biological Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7509,8978
IIT Madras,Biological Science,4,Bachelor of Science,AI,OPEN,Gender-Neutral,3268,10290
IIT Madras,Biological Science,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),8718,15727
IIT Madras,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2634,4116
IIT Madras,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3252,7546
IIT Madras,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4356,6112
IIT Madras,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8877,11902
IIT Madras,Computational Engineering and Mechanics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,597,1309
IIT Madras,Computational Engineering and Mechanics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4035,4564
IIT Madras,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,79,171
IIT Madras,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),389,866
IIT Madras,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,205,849
IIT Madras,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),958,2848
IIT Madras,Engineering Design,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,816,3380
IIT Madras,Engineering Design,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),4903,7751
IIT Madras,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,872,1441
IIT Madras,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2907,4367
IIT Madras,Instrumentation and Biomedical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2733,4366
IIT Madras,Instrumentation and Biomedical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5888,7756
IIT Madras,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,868,2468
IIT Madras,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5027,6369
IIT Madras,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4369,5499
IIT Madras,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9357,11404
IIT Madras,Naval Architecture and Ocean Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4908,7433
IIT Madras,Naval Architecture and Ocean Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12655,14878
IIT Madras,Physics,4,Bachelor of Science,AI,OPEN,Gender-Neutral,1642,3804
IIT Madras,Physics,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),14665,15596
IIT Gandhinagar,Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1822,2236
IIT Gandhinagar,Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4941,5962
IIT Gandhinagar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6852,9276
IIT Gandhinagar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),13566,16100
IIT Gandhinagar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9310,10796
IIT Gandhinagar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15658,17377
IIT Gandhinagar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,905,2020
IIT Gandhinagar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3718,4811
IIT Gandhinagar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2282,3931
IIT Gandhinagar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8345,9923
IIT Gandhinagar,Integrated Circuit Design & Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2295,4652
IIT Gandhinagar,Integrated Circuit Design & Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6639,6999
IIT Gandhinagar,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7239,11066
IIT Gandhinagar,Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),17494,19655
IIT Gandhinagar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4409,6904
IIT Gandhinagar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12719,14147
IIT Patna,Artificial Intelligence and Data Science,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3490,4312
IIT Patna,Artificial Intelligence and Data Science,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9306,9951
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,16406,16815
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),22945,22945
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,14157,15381
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),22524,22524
IIT Patna,B. Tech. (CSE) and M.Tech in CSE,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,3514,4323
IIT Patna,B. Tech. (CSE) and M.Tech in CSE,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),10148,10148
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,6383,7742
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),13773,13773
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,7854,8283
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power &. Control),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),17829,17829
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,5073,5266
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),12215,12215
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Gender-Neutral,7903,10153
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics,5,B.Tech. + M.Tech./MS (Dual Degree),AI,OPEN,Female-only (including Supernumerary),19865,19865
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,4406,4679
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,14749,15010
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,15042,16163
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),25549,25549
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,13577,15570
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,4297,4297
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),10748,10748
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,6111,8351
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16806,16806
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,7880,8739
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),19678,19678
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,12992,12995
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,5020,5192
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,9062,9708
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),16780,17194
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Gender-Neutral,15577,16042
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),5,Bachelor of Technology and MBA (Dual Degree),AI,OPEN,Female-only (including Supernumerary),26073,26073
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Gender-Neutral,6305,7786
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,5,Bachelor and Master of Technology (Dual Degree),AI,OPEN,Female-only (including Supernumerary),14622,14622
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya),5,Bachelor of Science and MBA (Dual Degree),AI,OPEN,Gender-Neutral,10729,13325
IIT Patna,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11304,13715
IIT Patna,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20437,22069
IIT Patna,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13449,15406
IIT Patna,Chemical Science and Technology,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),22540,23357
IIT Patna,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12605,15400
IIT Patna,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),22067,24896
IIT Patna,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1954,3377
IIT Patna,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7383,9042
IIT Patna,Economics,4,Bachelor of Science,AI,OPEN,Gender-Neutral,7598,13720
IIT Patna,Economics,4,Bachelor of Science,AI,OPEN,Female-only (including Supernumerary),21182,22870
IIT Patna,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6177,7502
IIT Patna,Electrical and Electronics Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),14374,15804
IIT Patna,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4803,6167
IIT Patna,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10634,13073
IIT Patna,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11060,12986
IIT Patna,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21075,22305
IIT Patna,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3854,4851
IIT Patna,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10136,11670
IIT Patna,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8588,11758
IIT Patna,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19717,21621
IIT Patna,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,13771,16510
IIT Patna,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24221,25605
IIT Roorkee,Architecture,5,Bachelor of Architecture,AI,OPEN,Gender-Neutral,12842,17665
IIT Roorkee,Architecture,5,Bachelor of Architecture,AI,OPEN,Female-only (including Supernumerary),4770,9462
IIT Roorkee,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,752,8159
IIT Roorkee,Biosciences and Bioengineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),12357,15307
IIT Roorkee,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3428,4816
IIT Roorkee,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7632,10475
IIT Roorkee,Chemical Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,9374,11130
IIT Roorkee,Chemical Sciences,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),17372,20185
IIT Roorkee,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5247,6870
IIT Roorkee,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),11654,14131
IIT Roorkee,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,275,592
IIT Roorkee,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),1331,2047
IIT Roorkee,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,564,845
IIT Roorkee,Data Science and Artificial Intelligence,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),2267,2591
IIT Roorkee,Economics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,3876,5938
IIT Roorkee,Economics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),6937,9905
IIT Roorkee,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1254,2091
IIT Roorkee,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),4916,5892
IIT Roorkee,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1048,1486
IIT Roorkee,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3077,4788
IIT Roorkee,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3321,4761
IIT Roorkee,Energy Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8350,8350
IIT Roorkee,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2633,4544
IIT Roorkee,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8120,11032
IIT Roorkee,Geological Technology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,8661,10016
IIT Roorkee,Geological Technology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),17925,18509
IIT Roorkee,Geophysical Technology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,6428,8870
IIT Roorkee,Geophysical Technology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),15223,20831
IIT Roorkee,Mathematics & Computing,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,1158,1513
IIT Roorkee,Mathematics & Computing,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),4378,4953
IIT Roorkee,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2155,3897
IIT Roorkee,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6626,10445
IIT Roorkee,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,6280,7341
IIT Roorkee,Metallurgical and Materials Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),15493,16021
IIT Roorkee,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Gender-Neutral,4489,10171
IIT Roorkee,Physics,5,Bachelor of Science and Master of Science (Dual Degree),AI,OPEN,Female-only (including Supernumerary),18169,19251
IIT Roorkee,Production and Industrial Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4510,5820
IIT Roorkee,Production and Industrial Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9886,11014
IIT (ISM) Dhanbad,Applied Geology,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,16335,17892
IIT (ISM) Dhanbad,Applied Geology,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),24505,24505
IIT (ISM) Dhanbad,Applied Geophysics,5,Integrated Master of Technology,AI,OPEN,Gender-Neutral,16223,17507
IIT (ISM) Dhanbad,Applied Geophysics,5,Integrated Master of Technology,AI,OPEN,Female-only (including Supernumerary),25691,25691
IIT (ISM) Dhanbad,B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai),5,Integrated B. Tech. and MBA,AI,OPEN,Gender-Neutral,11910,16770
IIT (ISM) Dhanbad,B.Tech Mining Engineering and MBA in Logistic and Supply Chain Management (IIM Mumbai),5,Integrated B. Tech. and MBA,AI,OPEN,Female-only (including Supernumerary),22272,25310
IIT (ISM) Dhanbad,Chemical Science,5,Integrated Bachelor of Science-Master of Science,AI,OPEN,Gender-Neutral,16394,18334
IIT (ISM) Dhanbad,Chemical Science,5,Integrated Bachelor of Science-Master of Science,AI,OPEN,Female-only (including Supernumerary),25720,26168
IIT (ISM) Dhanbad,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9636,11980
IIT (ISM) Dhanbad,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),18816,21062
IIT (ISM) Dhanbad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,10753,13778
IIT (ISM) Dhanbad,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21112,22563
IIT (ISM) Dhanbad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2143,3585
IIT (ISM) Dhanbad,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5353,7866
IIT (ISM) Dhanbad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,5842,7603
IIT (ISM) Dhanbad,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9081,16336
IIT (ISM) Dhanbad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2795,5839
IIT (ISM) Dhanbad,Electronics and Communication Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),6704,12997
IIT (ISM) Dhanbad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8484,11711
IIT (ISM) Dhanbad,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),19430,20761
IIT (ISM) Dhanbad,Environmental Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,14372,16752
IIT (ISM) Dhanbad,Environmental Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20318,25347
IIT (ISM) Dhanbad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2297,4335
IIT (ISM) Dhanbad,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),8073,9672
IIT (ISM) Dhanbad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7662,10273
IIT (ISM) Dhanbad,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),16890,20567
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11781,14875
IIT (ISM) Dhanbad,Mineral and Metallurgical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21574,23662
IIT (ISM) Dhanbad,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12833,15455
IIT (ISM) Dhanbad,Mining Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),23441,25110
IIT (ISM) Dhanbad,Mining Machinery Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,12787,16579
IIT (ISM) Dhanbad,Mining Machinery Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),24774,25237
IIT (ISM) Dhanbad,Petroleum Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9681,12709
IIT (ISM) Dhanbad,Petroleum Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20718,23063
IIT (ISM) Dhanbad,Physical Science,5,Integrated Bachelor of Science-Master of Science,AI,OPEN,Gender-Neutral,15891,18368
IIT (ISM) Dhanbad,Physical Science,5,Integrated Bachelor of Science-Master of Science,AI,OPEN,Female-only (including Supernumerary),25701,26143
IIT Ropar,Artificial Intelligence and Data Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2558,3500
IIT Ropar,Artificial Intelligence and Data Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),5982,8247
IIT Ropar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,8901,10655
IIT Ropar,Chemical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),18153,18788
IIT Ropar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,9142,12488
IIT Ropar,Civil Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),20462,21733
IIT Ropar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,1680,2512
IIT Ropar,Computer Science and Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),3820,7118
IIT Ropar,Digital Agriculture,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,11311,14480
IIT Ropar,Digital Agriculture,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),21565,23540
IIT Ropar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,3940,6311
IIT Ropar,Electrical Engineering,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),10841,13817
IIT Ropar,Electrical Engineering (Integrated Circuit Design and Technology),4,Bachelor of Technology,AI,OPEN,Gender-Neutral,4759,5527
IIT Ropar,Electrical Engineering (Integrated Circuit Design and Technology),4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),9891,12525
IIT Ropar,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7857,9576
IIT Ropar,Engineering Physics,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),18285,19091
IIT Ropar,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,2122,3954
IIT Ropar,Mathematics and Computing,4,Bachelor of Technology,AI,OPEN,Female-only (including Supernumerary),7735,9670
IIT Ropar,Mechanical Engineering,4,Bachelor of Technology,AI,OPEN,Gender-Neutral,7135,9115
